subj_code,bin,type,prompt,category,category_type,uuid,correct_res,incorrect_res,response
A3H409OOR6NJF,5,retest,Ali is South of Milwaukee. Ali walks North. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,ce32dac1-fbf6-4834-9716-7a2194b5b314,closer to,further from,1
A3H409OOR6NJF,5,retest,The painting is West of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,7fb75cc7-af4d-4698-9d29-a9b064fdde65,West of,North of,1
A3H409OOR6NJF,5,retest,The painting is BLANK Ali. Ali turns left. The painting is South of Ali.,geocentric_near,geocentric_near_context,9e3abe2a-1e64-497a-ad89-98c2e646676e,South of,East of,1
A3H409OOR6NJF,5,retest,The painting is West of Ali. Ali turns around. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,90c1e22f-06ef-4e79-bebf-1f933f4395e6,West of,East of,1
A3H409OOR6NJF,5,retest,The statue is North of Ali. Ali walks West. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,cd6c5c62-7e69-4c2f-abed-f16de0c2cc46,North of,East of,1
A3H409OOR6NJF,5,retest,The box is BLANK Ali. Ali turns around. The box is South of Ali.,geocentric_near,geocentric_near_context,e586c6ab-2759-4cf9-a481-e86e8d272815,South of,North of,1
A3H409OOR6NJF,5,retest,The painting is South of Ali. Ali turns around. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,8367bb5a-4d50-4466-b766-1c9cfe03964b,South of,North of,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks North. Ali is getting closer to Milwaukee.,geocentric_distant,geocentric_distant_context,9dca2d9b-abbf-4a6e-b9ca-e05ba8ab913e,South,North,1
A3H409OOR6NJF,5,retest,The painting is East of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,fdf94dc5-2cb7-4323-b672-3b0a32f5f7b9,East of,North of,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks East. Ali is getting further from Milwaukee.,geocentric_distant,geocentric_distant_context,bed73e8c-2190-4ce1-b61e-150f5ed1c776,East,West,0
A3H409OOR6NJF,5,retest,The painting is North of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,fc7cdc2e-21c4-449d-8e3b-d09643846cbf,North of,West of,1
A3H409OOR6NJF,5,retest,The statue is West of Ali. Ali walks South. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,947caead-a96c-4aae-bb19-33860a26d48c,West of,North of,1
A3H409OOR6NJF,5,retest,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is North of Ali.,geocentric_distant,geocentric_distant_context,cc3c9137-122e-4dd0-85f2-e816de95a28f,North of,West of,1
A3H409OOR6NJF,5,retest,The painting is South of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,d2717556-613e-4cc6-8a14-bc04bbd1740c,South of,West of,1
A3H409OOR6NJF,5,retest,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is East of Ali.,geocentric_distant,geocentric_distant_context,f5e6b60f-829f-4ded-b496-1853dcc2d3ab,East of,South of,1
A3H409OOR6NJF,5,retest,Ali is East of Milwaukee. Ali walks East. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,b89afe78-3f1f-4856-97cc-382a35eb4abc,further from,closer to,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks West. Ali is getting closer to Milwaukee.,geocentric_distant,geocentric_distant_context,a049e969-bc7f-4cf3-837b-136cd4fedea7,East,West,1
A3H409OOR6NJF,5,retest,The painting is BLANK Ali. Ali turns right. The painting is West of Ali.,geocentric_near,geocentric_near_context,b4a4599e-5c35-4017-bddf-d8cd9906ad1a,West of,North of,1
A3H409OOR6NJF,5,retest,Milwaukee is North of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,fa50948a-b463-4701-8704-800588c7931b,North of,South of,1
A3H409OOR6NJF,5,retest,Mark is facing North. Mark turns 90 degrees to his right. Mark is facing BLANK.,geocentric_near,geocentric_near_target,a525a72c-72cd-4fa4-8728-d405b2df6c2d,East,West,1
A3H409OOR6NJF,5,retest,The painting is BLANK Ali. Ali turns around. The painting is South of Ali.,geocentric_near,geocentric_near_context,af058740-4880-41ea-93b6-e1468cd69ac2,South of,North of,1
A3H409OOR6NJF,5,retest,Mark is facing East. Mark turns 90 degrees to his right. Mark is facing BLANK.,geocentric_near,geocentric_near_target,ef8f3d6c-fc26-496d-a9e0-433ea2eb5454,South,North,1
A3H409OOR6NJF,5,retest,The statue is BLANK Ali. Ali walks North. The statue is East of Ali.,geocentric_near,geocentric_near_context,900df025-c5e8-4874-a648-b98abcac3bec,East of,South of,1
A3H409OOR6NJF,5,retest,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is West of Ali.,geocentric_distant,geocentric_distant_context,80095f76-f1b0-4965-b854-61fab928d906,West of,North of,1
A3H409OOR6NJF,5,retest,The box is BLANK Ali. Ali turns around. The box is North of Ali.,geocentric_near,geocentric_near_context,cc0f8483-f6de-46de-8138-cd9f9e354061,North of,South of,1
A3H409OOR6NJF,5,retest,The painting is BLANK Ali. Ali turns left. The painting is North of Ali.,geocentric_near,geocentric_near_context,ff265d4c-2988-4db0-8cd1-c8613db5c189,North of,West of,1
A3H409OOR6NJF,5,retest,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is West of Ali.,geocentric_distant,geocentric_distant_context,fee9924b-cb25-446b-af44-b62170c8290e,West of,South of,1
A3H409OOR6NJF,5,retest,Milwaukee is East of Ali. Ali turns right. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,d348dbb0-d78c-457c-af70-1bbeb5842ea7,East of,South of,1
A3H409OOR6NJF,5,retest,Milwaukee is East of Ali. Ali turns right. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,d348dbb0-d78c-457c-af70-1bbeb5842ea7,East of,South of,1
A3H409OOR6NJF,5,retest,The box is North of Ali. Ali turns around. The box is BLANK Ali.,geocentric_near,geocentric_near_target,817b1f6d-ff16-476d-8da8-4a5a189ff6fc,North of,South of,1
A3H409OOR6NJF,5,retest,The box is North of Ali. Ali turns around. The box is BLANK Ali.,geocentric_near,geocentric_near_target,817b1f6d-ff16-476d-8da8-4a5a189ff6fc,North of,South of,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks South. Ali is getting further from Milwaukee.,geocentric_distant,geocentric_distant_context,da9ce4e1-d6fd-430c-ab2a-8e4cfb1e1400,South,North,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks South. Ali is getting further from Milwaukee.,geocentric_distant,geocentric_distant_context,da9ce4e1-d6fd-430c-ab2a-8e4cfb1e1400,South,North,1
A3H409OOR6NJF,5,retest,Milwaukee is North of Ali. Ali turns left. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,c21b22b3-1dc6-4e7e-945c-d6dbc3235254,North of,West of,1
A3H409OOR6NJF,5,retest,Milwaukee is North of Ali. Ali turns left. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,c21b22b3-1dc6-4e7e-945c-d6dbc3235254,North of,West of,1
A3H409OOR6NJF,5,retest,The statue is North of Ali. Ali walks East. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,97a7f128-d80a-434a-923a-5b23093392d4,North of,West of,1
A3H409OOR6NJF,5,retest,The statue is North of Ali. Ali walks East. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,97a7f128-d80a-434a-923a-5b23093392d4,North of,West of,1
A3H409OOR6NJF,5,retest,Ali is South of Milwaukee. Ali walks North. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,ce32dac1-fbf6-4834-9716-7a2194b5b314,closer to,further from,1
A3H409OOR6NJF,5,retest,Ali is South of Milwaukee. Ali walks North. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,ce32dac1-fbf6-4834-9716-7a2194b5b314,closer to,further from,1
A3H409OOR6NJF,5,retest,The painting is West of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,7fb75cc7-af4d-4698-9d29-a9b064fdde65,West of,North of,1
A3H409OOR6NJF,5,retest,The painting is West of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,7fb75cc7-af4d-4698-9d29-a9b064fdde65,West of,North of,1
A3H409OOR6NJF,5,retest,The painting is West of Ali. Ali turns around. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,90c1e22f-06ef-4e79-bebf-1f933f4395e6,West of,East of,1
A3H409OOR6NJF,5,retest,The painting is West of Ali. Ali turns around. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,90c1e22f-06ef-4e79-bebf-1f933f4395e6,West of,East of,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks North. Ali is getting closer to Milwaukee.,geocentric_distant,geocentric_distant_context,9dca2d9b-abbf-4a6e-b9ca-e05ba8ab913e,South,North,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks North. Ali is getting closer to Milwaukee.,geocentric_distant,geocentric_distant_context,9dca2d9b-abbf-4a6e-b9ca-e05ba8ab913e,South,North,1
A3H409OOR6NJF,5,retest,The painting is East of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,fdf94dc5-2cb7-4323-b672-3b0a32f5f7b9,East of,North of,1
A3H409OOR6NJF,5,retest,The painting is East of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,fdf94dc5-2cb7-4323-b672-3b0a32f5f7b9,East of,North of,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks East. Ali is getting further from Milwaukee.,geocentric_distant,geocentric_distant_context,bed73e8c-2190-4ce1-b61e-150f5ed1c776,East,West,1
A3H409OOR6NJF,5,retest,Ali is BLANK of Milwaukee. Ali walks East. Ali is getting further from Milwaukee.,geocentric_distant,geocentric_distant_context,bed73e8c-2190-4ce1-b61e-150f5ed1c776,East,West,1
A3H409OOR6NJF,5,retest,The statue is West of Ali. Ali walks South. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,947caead-a96c-4aae-bb19-33860a26d48c,West of,North of,1
A3H409OOR6NJF,5,retest,The statue is West of Ali. Ali walks South. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,947caead-a96c-4aae-bb19-33860a26d48c,West of,North of,1
A3H409OOR6NJF,5,retest,The painting is South of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,d2717556-613e-4cc6-8a14-bc04bbd1740c,South of,West of,1
A3H409OOR6NJF,5,retest,The painting is South of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,d2717556-613e-4cc6-8a14-bc04bbd1740c,South of,West of,1
A3H409OOR6NJF,5,retest,Ali is East of Milwaukee. Ali walks East. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,b89afe78-3f1f-4856-97cc-382a35eb4abc,further from,closer to,1
A3H409OOR6NJF,5,retest,Ali is East of Milwaukee. Ali walks East. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,b89afe78-3f1f-4856-97cc-382a35eb4abc,further from,closer to,1
A3H409OOR6NJF,5,retest,Mark is facing North. Mark turns 90 degrees to his right. Mark is facing BLANK.,geocentric_near,geocentric_near_target,a525a72c-72cd-4fa4-8728-d405b2df6c2d,East,West,1
A3H409OOR6NJF,5,retest,Mark is facing North. Mark turns 90 degrees to his right. Mark is facing BLANK.,geocentric_near,geocentric_near_target,a525a72c-72cd-4fa4-8728-d405b2df6c2d,East,West,1
A3H409OOR6NJF,5,retest,The box is BLANK Ali. Ali turns around. The box is North of Ali.,geocentric_near,geocentric_near_context,cc0f8483-f6de-46de-8138-cd9f9e354061,North of,South of,1
A3H409OOR6NJF,5,retest,The box is BLANK Ali. Ali turns around. The box is North of Ali.,geocentric_near,geocentric_near_context,cc0f8483-f6de-46de-8138-cd9f9e354061,North of,South of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is South of Ali. Ali turns left. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,4ebfa491-4cac-42c5-989f-28d141866d2d,South,East of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is North of Ali.,geocentric_distant,geocentric_distant_context,14f6052a-0630-41e5-8e32-49b50329bc7c,North of,South of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is South of Ali.,geocentric_distant,geocentric_distant_context,3f98a0d2-e39a-44fe-8829-f36a67060ce0,South of,West of,0
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks North. The statue is West of Ali.,geocentric_near,geocentric_near_context,1548d982-1dd9-4987-a32f-e7901bf4ae19,West of,South of,0
A3HFZPC8QR1Y54,4,retest,Ali is directly North of Milwaukee. Ali walks East. Ali is BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,72cd0076-2e45-4c94-b071-27ad4067b3ba,Northeast,Southwest,1
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks South. The statue is East of Ali.,geocentric_near,geocentric_near_context,1d96d949-42bd-435b-b94b-18a7daf5eda7,East of,North of,0
A3HFZPC8QR1Y54,4,retest,The box is BLANK Ali. Ali turns around. The box is East of Ali.,geocentric_near,geocentric_near_context,32cf82f2-f1d9-47f7-a424-179811371198,East of,West of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is East of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,2d04b915-2739-4516-9aa3-4b513d3292f8,East of,West of,0
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns right. The painting is North of Ali.,geocentric_near,geocentric_near_context,3eedd983-6f21-45cb-8008-1014712a7b7b,North of,East of,1
A3HFZPC8QR1Y54,4,retest,Ali is directly BLANK of Milwaukee. Ali walks West. Ali is Southwest of Milwaukee.,geocentric_distant,geocentric_distant_context,300eca91-7f1c-427a-94bf-0ba740b8f6ac,South,North,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is North of Ali. Ali turns right. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,3e898758-3fe2-437c-ae53-dac3e31b103d,North of,East of,1
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns right. The painting is East of Ali.,geocentric_near,geocentric_near_context,75584ccb-cf13-4dad-a836-d1718688dd78,East of,South of,1
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks West. The statue is North of Ali.,geocentric_near,geocentric_near_context,2394a22c-ce98-4455-8af8-9365567f5512,North of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is South of Ali.,geocentric_distant,geocentric_distant_context,71d90361-bbec-4143-a556-ce4b5bdc12ef,South of,North of,0
A3HFZPC8QR1Y54,4,retest,The box is East of Ali. Ali turns around. The box is BLANK Ali.,geocentric_near,geocentric_near_target,1db16913-f23f-4f1e-92ed-27302deba9fc,East of,West of,0
A3HFZPC8QR1Y54,4,retest,The painting is East of Ali. Ali turns around. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,14321555-7ea9-4679-b51e-ac67fb252f49,East of,West of,1
A3HFZPC8QR1Y54,4,retest,The statue is South of Ali. Ali walks East. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,74f043f5-acec-4feb-86b0-8ef876aecd9e,South of,West of,1
A3HFZPC8QR1Y54,4,retest,Mark is facing BLANK. Mark turns 90 degrees to his right. Mark is facing West.,geocentric_near,geocentric_near_context,158db60e-90ac-4371-8e54-92fec86e2514,South,North,1
A3HFZPC8QR1Y54,4,retest,The painting is South of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,388f87fc-7d6f-42d9-baa2-180cee60026e,South of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is North of Ali.,geocentric_distant,geocentric_distant_context,7206047f-87f8-4d57-a741-e044eeb302c2,North of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is South of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,1df25621-f5fc-45c4-b67e-908755a4b805,South of,North of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is West of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,5a23ac72-538b-4ce0-9c8d-3fcbaf720c14,West of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is East of Ali.,geocentric_distant,geocentric_distant_context,3db7d6ed-6556-41e8-84c7-4842a7f10aaf,East of,North of,0
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns right. The painting is South of Ali.,geocentric_near,geocentric_near_context,53e65902-e67a-4c24-b2ad-c73e60322ad7,South of,West of,0
A3HFZPC8QR1Y54,4,retest,Ali is East of Milwaukee. Ali walks West. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,67b9b39e-21bf-4eae-bc30-d2bbccfd7b46,closer to,further from,0
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns left. The painting is West of Ali.,geocentric_near,geocentric_near_context,371933d5-09a6-4be0-ab6a-736ebc7c885d,West of,South of,1
A3HFZPC8QR1Y54,4,retest,The statue is West of Ali. Ali walks North. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,02001830-4e69-4fbb-bf98-17c2b84f5101,West of,South of,0
A3HFZPC8QR1Y54,4,retest,The box is South of Ali. Ali turns around. The box is BLANK Ali.,geocentric_near,geocentric_near_target,53d5158f-a2f6-4185-8c98-08da3e6ec92c,South of,North of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK of Ali. Ali walks West. Ali is getting closer to Milwaukee.,geocentric_distant,geocentric_distant_context,39f1ec10-1ca4-4e11-8934-4468bf7bdf07,West,East,1
A3HFZPC8QR1Y54,4,retest,The box is West of Ali. Ali turns around. The box is BLANK Ali.,geocentric_near,geocentric_near_target,4707b854-94c1-4bdf-bbbe-523dcbcffb17,West of,East of,1
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks East. The statue is North of Ali.,geocentric_near,geocentric_near_context,65877b0d-ab1c-4076-9083-baee15b3f77c,North of,West of,1
A3HFZPC8QR1Y54,4,retest,The painting is West of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,755f2c4d-3da2-4db8-bedd-f1a04cb521da,West of,South of,1
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns around. The painting is North of Ali.,geocentric_near,geocentric_near_context,0f6d0640-aa19-4331-b909-2d4ce3819888,North of,South of,1
A3HFZPC8QR1Y54,4,retest,Mark is facing South. Mark turns 90 degrees to his right. Mark is facing BLANK.,geocentric_near,geocentric_near_target,1911dc4d-f888-4f10-847b-e9940e7aa3cc,West,East,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is West of Ali. Ali turns left. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,4a5694f4-513a-4932-b03f-7e15b79f4152,West of,South of,1
A3HFZPC8QR1Y54,4,retest,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,259d98cc-7d54-4369-9cee-c39d9df87771,North of,South of,1
A3HFZPC8QR1Y54,4,retest,The painting is BLANK of Ali. Ali turns around. The painting is East of Ali.,geocentric_near,geocentric_near_context,10a923c5-3759-4bf7-9d6a-d986ed2fd2be,East of,West of,1
A3HFZPC8QR1Y54,4,retest,The painting is East of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,5f2ceea9-dc97-4a8e-b41e-8340d27dcae0,East of,South of,1
A3HFZPC8QR1Y54,4,retest,Mark is facing BLANK. Mark turns 90 degrees to his right. Mark is facing North.,geocentric_near,geocentric_near_context,6aeba3f8-1b5a-41e2-8a91-d8af80926c51,West,East,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is East of Ali.,geocentric_distant,geocentric_distant_context,77c0d17a-6bd6-4db4-bc73-14f3e7d2b394,East of,West of,1
A3HFZPC8QR1Y54,4,retest,The painting is North of Ali. Ali turns right. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,56e0ef8c-a438-4942-90a4-b8ed0b45e5a9,North of,East of,1
A3HFZPC8QR1Y54,4,retest,The statue is East of Ali. Ali walks South. The statue is BLANK of Ali.,geocentric_near,geocentric_near_target,7132ca09-59fa-476f-9222-57847641467d,East of,North of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is South of Ali. Ali turns left. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,4ebfa491-4cac-42c5-989f-28d141866d2d,South,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is South of Ali. Ali turns left. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,4ebfa491-4cac-42c5-989f-28d141866d2d,South,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is North of Ali.,geocentric_distant,geocentric_distant_context,14f6052a-0630-41e5-8e32-49b50329bc7c,North of,South of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is North of Ali.,geocentric_distant,geocentric_distant_context,14f6052a-0630-41e5-8e32-49b50329bc7c,North of,South of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is South of Ali.,geocentric_distant,geocentric_distant_context,3f98a0d2-e39a-44fe-8829-f36a67060ce0,South of,West of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is South of Ali.,geocentric_distant,geocentric_distant_context,3f98a0d2-e39a-44fe-8829-f36a67060ce0,South of,West of,1
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks North. The statue is West of Ali.,geocentric_near,geocentric_near_context,1548d982-1dd9-4987-a32f-e7901bf4ae19,West of,South of,1
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks North. The statue is West of Ali.,geocentric_near,geocentric_near_context,1548d982-1dd9-4987-a32f-e7901bf4ae19,West of,South of,1
A3HFZPC8QR1Y54,4,retest,Ali is directly North of Milwaukee. Ali walks East. Ali is BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,72cd0076-2e45-4c94-b071-27ad4067b3ba,Northeast,Southwest,0
A3HFZPC8QR1Y54,4,retest,Ali is directly North of Milwaukee. Ali walks East. Ali is BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,72cd0076-2e45-4c94-b071-27ad4067b3ba,Northeast,Southwest,0
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks South. The statue is East of Ali.,geocentric_near,geocentric_near_context,1d96d949-42bd-435b-b94b-18a7daf5eda7,East of,North of,1
A3HFZPC8QR1Y54,4,retest,The statue is BLANK Ali. Ali walks South. The statue is East of Ali.,geocentric_near,geocentric_near_context,1d96d949-42bd-435b-b94b-18a7daf5eda7,East of,North of,1
A3HFZPC8QR1Y54,4,retest,The box is BLANK Ali. Ali turns around. The box is East of Ali.,geocentric_near,geocentric_near_context,32cf82f2-f1d9-47f7-a424-179811371198,East of,West of,1
A3HFZPC8QR1Y54,4,retest,The box is BLANK Ali. Ali turns around. The box is East of Ali.,geocentric_near,geocentric_near_context,32cf82f2-f1d9-47f7-a424-179811371198,East of,West of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is East of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,2d04b915-2739-4516-9aa3-4b513d3292f8,East of,West of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is East of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,2d04b915-2739-4516-9aa3-4b513d3292f8,East of,West of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is North of Ali. Ali turns right. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,3e898758-3fe2-437c-ae53-dac3e31b103d,North of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is North of Ali. Ali turns right. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,3e898758-3fe2-437c-ae53-dac3e31b103d,North of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is South of Ali.,geocentric_distant,geocentric_distant_context,71d90361-bbec-4143-a556-ce4b5bdc12ef,South of,North of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is South of Ali.,geocentric_distant,geocentric_distant_context,71d90361-bbec-4143-a556-ce4b5bdc12ef,South of,North of,1
A3HFZPC8QR1Y54,4,retest,The box is East of Ali. Ali turns around. The box is BLANK Ali.,geocentric_near,geocentric_near_target,1db16913-f23f-4f1e-92ed-27302deba9fc,East of,West of,0
A3HFZPC8QR1Y54,4,retest,The box is East of Ali. Ali turns around. The box is BLANK Ali.,geocentric_near,geocentric_near_target,1db16913-f23f-4f1e-92ed-27302deba9fc,East of,West of,0
A3HFZPC8QR1Y54,4,retest,The painting is South of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,388f87fc-7d6f-42d9-baa2-180cee60026e,South of,East of,1
A3HFZPC8QR1Y54,4,retest,The painting is South of Ali. Ali turns left. The painting is BLANK Ali.,geocentric_near,geocentric_near_target,388f87fc-7d6f-42d9-baa2-180cee60026e,South of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is West of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,5a23ac72-538b-4ce0-9c8d-3fcbaf720c14,West of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is West of Ali. Ali turns around. Milwaukee is BLANK Ali.,geocentric_distant,geocentric_distant_target,5a23ac72-538b-4ce0-9c8d-3fcbaf720c14,West of,East of,1
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is East of Ali.,geocentric_distant,geocentric_distant_context,3db7d6ed-6556-41e8-84c7-4842a7f10aaf,East of,North of,0
A3HFZPC8QR1Y54,4,retest,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is East of Ali.,geocentric_distant,geocentric_distant_context,3db7d6ed-6556-41e8-84c7-4842a7f10aaf,East of,North of,0
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns right. The painting is South of Ali.,geocentric_near,geocentric_near_context,53e65902-e67a-4c24-b2ad-c73e60322ad7,South of,West of,1
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns right. The painting is South of Ali.,geocentric_near,geocentric_near_context,53e65902-e67a-4c24-b2ad-c73e60322ad7,South of,West of,1
A3HFZPC8QR1Y54,4,retest,Ali is East of Milwaukee. Ali walks West. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,67b9b39e-21bf-4eae-bc30-d2bbccfd7b46,closer to,further from,0
A3HFZPC8QR1Y54,4,retest,Ali is East of Milwaukee. Ali walks West. Ali is getting BLANK Milwaukee.,geocentric_distant,geocentric_distant_target,67b9b39e-21bf-4eae-bc30-d2bbccfd7b46,closer to,further from,0
A3HFZPC8QR1Y54,4,retest,The painting is BLANK Ali. Ali turns left. The painting is West of Ali.,geocentric_near,geocentric_near_context,371933d5-09a6-4be0-ab6a-736ebc7c885d,West of,South of,0
