prompt,category,prompt_type,category_type,correct_res,incorrect_res,group_id,uuid,filled_prompt,accuracy,space_rt_correct,choice_rt_correct,retest_1_accuracy,retest_2_accuracy,retest_delta,gpt_4_accuracy,gpt_4_1_accuracy,gpt_4_o_accuracy,o3_accuracy,gemma_27b_logit_diff,gemma_2_2b_logit_diff,gemma_2_2b_it_logit_diff,trigram_freq,prompt_length,qk_gemma2_2b_it_L0_H0,qk_gemma2_2b_it_L0_H1,qk_gemma2_2b_it_L0_H2,qk_gemma2_2b_it_L0_H3,qk_gemma2_2b_it_L1_H0,qk_gemma2_2b_it_L1_H1,qk_gemma2_2b_it_L1_H2,qk_gemma2_2b_it_L1_H3,qk_gemma2_2b_it_L2_H0,qk_gemma2_2b_it_L2_H1,qk_gemma2_2b_it_L2_H2,qk_gemma2_2b_it_L2_H3,qk_gemma2_2b_it_L3_H0,qk_gemma2_2b_it_L3_H1,qk_gemma2_2b_it_L3_H2,qk_gemma2_2b_it_L3_H3,qk_gemma2_2b_it_L4_H0,qk_gemma2_2b_it_L4_H1,qk_gemma2_2b_it_L4_H2,qk_gemma2_2b_it_L4_H3,qk_gemma2_2b_it_L5_H0,qk_gemma2_2b_it_L5_H1,qk_gemma2_2b_it_L5_H2,qk_gemma2_2b_it_L5_H3,qk_gemma2_2b_it_L6_H0,qk_gemma2_2b_it_L6_H1,qk_gemma2_2b_it_L6_H2,qk_gemma2_2b_it_L6_H3,qk_gemma2_2b_it_L7_H0,qk_gemma2_2b_it_L7_H1,qk_gemma2_2b_it_L7_H2,qk_gemma2_2b_it_L7_H3,qk_gemma2_2b_it_L8_H0,qk_gemma2_2b_it_L8_H1,qk_gemma2_2b_it_L8_H2,qk_gemma2_2b_it_L8_H3,qk_gemma2_2b_it_L9_H0,qk_gemma2_2b_it_L9_H1,qk_gemma2_2b_it_L9_H2,qk_gemma2_2b_it_L9_H3,qk_gemma2_2b_it_L10_H0,qk_gemma2_2b_it_L10_H1,qk_gemma2_2b_it_L10_H2,qk_gemma2_2b_it_L10_H3,qk_gemma2_2b_it_L11_H0,qk_gemma2_2b_it_L11_H1,qk_gemma2_2b_it_L11_H2,qk_gemma2_2b_it_L11_H3,qk_gemma2_2b_it_L12_H0,qk_gemma2_2b_it_L12_H1,qk_gemma2_2b_it_L12_H2,qk_gemma2_2b_it_L12_H3,qk_gemma2_2b_it_L13_H0,qk_gemma2_2b_it_L13_H1,qk_gemma2_2b_it_L13_H2,qk_gemma2_2b_it_L13_H3,qk_gemma2_2b_it_L14_H0,qk_gemma2_2b_it_L14_H1,qk_gemma2_2b_it_L14_H2,qk_gemma2_2b_it_L14_H3,qk_gemma2_2b_it_L15_H0,qk_gemma2_2b_it_L15_H1,qk_gemma2_2b_it_L15_H2,qk_gemma2_2b_it_L15_H3,qk_gemma2_2b_it_L16_H0,qk_gemma2_2b_it_L16_H1,qk_gemma2_2b_it_L16_H2,qk_gemma2_2b_it_L16_H3,qk_gemma2_2b_it_L17_H0,qk_gemma2_2b_it_L17_H1,qk_gemma2_2b_it_L17_H2,qk_gemma2_2b_it_L17_H3,qk_gemma2_2b_it_L18_H0,qk_gemma2_2b_it_L18_H1,qk_gemma2_2b_it_L18_H2,qk_gemma2_2b_it_L18_H3,qk_gemma2_2b_it_L19_H0,qk_gemma2_2b_it_L19_H1,qk_gemma2_2b_it_L19_H2,qk_gemma2_2b_it_L19_H3,qk_gemma2_2b_it_L20_H0,qk_gemma2_2b_it_L20_H1,qk_gemma2_2b_it_L20_H2,qk_gemma2_2b_it_L20_H3,qk_gemma2_2b_it_L21_H0,qk_gemma2_2b_it_L21_H1,qk_gemma2_2b_it_L21_H2,qk_gemma2_2b_it_L21_H3,qk_gemma2_2b_it_L22_H0,qk_gemma2_2b_it_L22_H1,qk_gemma2_2b_it_L22_H2,qk_gemma2_2b_it_L22_H3,qk_gemma2_2b_it_L23_H0,qk_gemma2_2b_it_L23_H1,qk_gemma2_2b_it_L23_H2,qk_gemma2_2b_it_L23_H3,prompt_key,filled_prompt_key,n_obs_round_1,n_obs_round_2
Milwaukee is BLANK Ali. Ali turns right. Milwaukee is South of Ali.,geocentric_distant,context,geocentric_distant_context,South of,West of,ed0e02cf-2bf5-49a7-a087-c019eb6ceacc,3f98a0d2-e39a-44fe-8829-f36a67060ce0,Milwaukee is South of Ali. Ali turns right. Milwaukee is South of Ali.,0.466666666666667,3933.71666665375,8034.18571429593,0.25,1.0,0.625,0,0,0,0,-4.75,0.0,0.351515151515152,4.36,70,0.57421875,0.0242919921875,-2.75,-0.039306640625,-0.68359375,0.373046875,-0.61328125,-0.32421875,-0.84375,0.4453125,-0.24609375,-0.302734375,-0.4140625,1.0078125,-1.1640625,-0.4609375,-0.296875,0.07470703125,0.22265625,0.2255859375,-0.1640625,0.625,-0.7265625,-0.06298828125,-0.057861328125,0.083984375,-0.10595703125,-0.1611328125,0.310546875,-0.451171875,-0.0654296875,0.1845703125,-0.5546875,-0.228515625,0.0279541015625,-0.16015625,0.1982421875,-0.71875,-0.306640625,0.078125,0.2333984375,-0.2158203125,-0.33203125,0.2236328125,-0.40625,0.05322265625,0.70703125,-0.5546875,0.431640625,-0.052734375,0.1962890625,0.396484375,0.146484375,-0.294921875,-0.27734375,-0.16796875,-0.435546875,0.2138671875,-1.09375,-0.0361328125,-1.59375,-0.177734375,0.62890625,0.58984375,0.640625,0.4453125,0.00909423828125,0.1171875,-0.28515625,0.173828125,0.84765625,0.4453125,0.1337890625,-0.53515625,-0.06005859375,-0.0263671875,-0.61328125,0.55078125,0.125,0.201171875,-0.18359375,-0.130859375,0.1669921875,-0.146484375,0.1611328125,-0.2392578125,-0.7109375,0.8984375,-0.181640625,-0.275390625,-0.32421875,-0.0654296875,0.228515625,-0.78125,0.220703125,-0.40234375,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is South of Ali.,Milwaukee is South of Ali. Ali turns right. Milwaukee is South of Ali.,15,18
Milwaukee is BLANK Ali. Ali turns right. Milwaukee is West of Ali.,geocentric_distant,context,geocentric_distant_context,West of,North of,00960720-a79a-4b86-b31f-37ee5a8a353d,80095f76-f1b0-4965-b854-61fab928d906,Milwaukee is West of Ali. Ali turns right. Milwaukee is West of Ali.,0.4375,1621.62500000373,2167.32500003651,0.8,0.5,0.714285714285714,0,0,0,0,-0.125,0.0,0.3125,4.3428571428571425,68,0.58203125,0.01507568359375,-2.75,-0.035400390625,-0.68359375,0.3515625,-0.609375,-0.326171875,-0.82421875,0.447265625,-0.28125,-0.29296875,-0.41015625,0.98828125,-1.171875,-0.462890625,-0.291015625,0.07958984375,0.2021484375,0.2294921875,-0.162109375,0.609375,-0.703125,-0.08642578125,-0.040283203125,0.0272216796875,-0.1279296875,-0.185546875,0.302734375,-0.46484375,-0.08740234375,0.2451171875,-0.56640625,-0.103515625,0.04443359375,-0.18359375,0.1787109375,-0.70703125,-0.287109375,0.0849609375,0.220703125,-0.2138671875,-0.330078125,0.2109375,-0.40625,0.046142578125,0.70703125,-0.546875,0.423828125,-0.09033203125,0.2021484375,0.392578125,0.146484375,-0.294921875,-0.26953125,-0.1748046875,-0.4296875,0.2060546875,-1.0546875,-0.03564453125,-1.609375,-0.1767578125,0.62890625,0.5859375,0.6328125,0.4296875,0.02001953125,0.1376953125,-0.279296875,0.173828125,0.87109375,0.419921875,0.12890625,-0.53125,-0.0703125,0.03857421875,-0.6171875,0.53125,0.1474609375,0.2041015625,-0.1787109375,-0.126953125,0.1650390625,-0.15234375,0.15625,-0.2109375,-0.69921875,0.8984375,-0.1708984375,-0.25,-0.34765625,-0.051513671875,0.2275390625,-0.796875,0.205078125,-0.404296875,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is West of Ali.,Milwaukee is West of Ali. Ali turns right. Milwaukee is West of Ali.,16,11
Milwaukee is BLANK of Ali. Ali walks East. Ali is getting further from Milwaukee.,geocentric_distant,context,geocentric_distant_context,West,East,cf9e0e1d-305e-448b-a9ee-879a0dea5d05,667a199a-2590-41b8-8092-c04475973319,Milwaukee is West of Ali. Ali walks East. Ali is getting further from Milwaukee.,0.904761904761905,4526.40833341082,1170.02999982834,,,,1,1,1,1,2.75,-1.0,-0.0297619047619048,4.3453333333333335,80,0.5625,0.0235595703125,-2.765625,-0.03955078125,-0.66796875,0.390625,-0.5625,-0.345703125,-0.80078125,0.41015625,-0.26953125,-0.2060546875,-0.353515625,0.96875,-1.0859375,-0.43359375,-0.30859375,0.0830078125,0.1748046875,0.291015625,-0.177734375,0.5,-0.63671875,0.03271484375,-0.103515625,0.1015625,-0.1904296875,-0.045654296875,0.2099609375,-0.455078125,-0.14453125,0.345703125,-0.6953125,-0.298828125,0.00604248046875,-0.0927734375,0.08056640625,-0.66015625,-0.365234375,0.1044921875,0.228515625,-0.208984375,-0.271484375,0.3203125,-0.40625,0.046630859375,0.62890625,-0.52734375,0.310546875,-0.034912109375,0.10888671875,0.431640625,0.1455078125,-0.314453125,-0.2578125,-0.13671875,-0.515625,0.193359375,-1.109375,-0.00445556640625,-1.71875,-0.10107421875,0.6484375,0.578125,0.55859375,0.419921875,0.044189453125,0.0380859375,-0.41796875,0.271484375,0.82421875,0.482421875,0.1015625,-0.453125,0.0439453125,0.0439453125,-0.671875,0.66015625,0.1884765625,0.279296875,-0.19140625,-0.107421875,0.1279296875,-0.16015625,0.142578125,-0.208984375,-0.6484375,0.8359375,-0.2734375,-0.2333984375,-0.37109375,-0.09619140625,0.1689453125,-0.8125,0.1787109375,-0.435546875,Milwaukee is BLANK of Ali. Ali walks East. Ali is getting further from Milwaukee.,Milwaukee is West of Ali. Ali walks East. Ali is getting further from Milwaukee.,21,0
Milwaukee is BLANK of Ali. Ali walks West. Ali is getting closer to Milwaukee.,geocentric_distant,context,geocentric_distant_context,West,East,c5e269b3-bfec-4a46-b958-b2951a334d88,39f1ec10-1ca4-4e11-8934-4468bf7bdf07,Milwaukee is West of Ali. Ali walks West. Ali is getting closer to Milwaukee.,0.75,4723.22500002245,1742.07499998156,0.5,0.5,0.5,0,0,1,1,-1.875,0.0,0.0681818181818182,4.2860000000000005,77,0.55859375,0.0205078125,-2.765625,-0.02392578125,-0.6875,0.38671875,-0.57421875,-0.35546875,-0.8125,0.400390625,-0.28125,-0.1611328125,-0.35546875,0.98828125,-1.1015625,-0.46484375,-0.318359375,0.07666015625,0.150390625,0.298828125,-0.1650390625,0.48046875,-0.6015625,0.0230712890625,-0.10009765625,0.09423828125,-0.13671875,-0.041015625,0.2080078125,-0.455078125,-0.1171875,0.337890625,-0.68359375,-0.318359375,0.0093994140625,-0.078125,0.0791015625,-0.66015625,-0.34765625,0.095703125,0.2216796875,-0.23828125,-0.3046875,0.326171875,-0.4140625,0.0220947265625,0.63671875,-0.5625,0.330078125,-0.04150390625,0.1337890625,0.515625,0.146484375,-0.3359375,-0.279296875,-0.107421875,-0.48828125,0.2080078125,-1.1328125,0.0166015625,-1.71875,-0.1728515625,0.65234375,0.578125,0.5546875,0.42578125,0.0771484375,0.03466796875,-0.408203125,0.27734375,0.87890625,0.47265625,0.09521484375,-0.46875,-0.0301513671875,0.02587890625,-0.6484375,0.640625,0.1982421875,0.26171875,-0.1943359375,-0.1171875,0.0927734375,-0.2119140625,0.1328125,-0.2333984375,-0.6875,0.81640625,-0.283203125,-0.22265625,-0.357421875,-0.046142578125,0.1787109375,-0.79296875,0.2275390625,-0.4375,Milwaukee is BLANK of Ali. Ali walks West. Ali is getting closer to Milwaukee.,Milwaukee is West of Ali. Ali walks West. Ali is getting closer to Milwaukee.,16,14
Milwaukee is North of Mark. Mark goes BLANK. Milwaukee is Northwest of Mark.,two_refs_geocentric,context,two_refs_geocentric_context,East,West,e709fe10-48a2-4848-8265-dc05a0387e2c,6736be32-2bb0-4769-b8bb-7efa38642c5e,Milwaukee is North of Mark. Mark goes East. Milwaukee is Northwest of Mark.,0.285714285714286,3337.17999990583,1845.46000014544,1.0,1.0,1.0,1,0,1,1,-2.375,0.0,0.476190476190476,4.529285714285714,75,0.56640625,0.01239013671875,-2.796875,-0.035888671875,-0.69921875,0.333984375,-0.546875,-0.2734375,-0.859375,0.52734375,-0.310546875,-0.255859375,-0.408203125,0.96875,-1.1640625,-0.4453125,-0.271484375,0.099609375,0.2138671875,0.3203125,-0.17578125,0.5703125,-0.75,0.0211181640625,-0.053466796875,-0.04736328125,-0.1748046875,-0.00836181640625,0.298828125,-0.482421875,-0.1787109375,0.28515625,-0.6328125,-0.049072265625,-0.00148773193359375,-0.125,0.09521484375,-0.8125,-0.328125,0.10693359375,0.2080078125,-0.240234375,-0.279296875,0.34375,-0.39453125,0.042724609375,0.68359375,-0.57421875,0.404296875,-0.123046875,0.1591796875,0.400390625,0.15234375,-0.263671875,-0.251953125,-0.21484375,-0.40625,0.1455078125,-1.0546875,-0.006866455078125,-1.546875,-0.12158203125,0.66015625,0.60546875,0.515625,0.400390625,0.055419921875,0.1455078125,-0.31640625,0.1767578125,0.80859375,0.373046875,0.11767578125,-0.5,0.039794921875,0.091796875,-0.64453125,0.6015625,0.1923828125,0.2265625,-0.2158203125,-0.1396484375,0.20703125,-0.09912109375,0.1396484375,-0.236328125,-0.66796875,0.88671875,-0.18359375,-0.248046875,-0.30859375,-0.1201171875,0.216796875,-0.7890625,0.1259765625,-0.3671875,Milwaukee is North of Mark. Mark goes BLANK. Milwaukee is Northwest of Mark.,Milwaukee is North of Mark. Mark goes East. Milwaukee is Northwest of Mark.,21,13
Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,two_refs_geocentric,context,two_refs_geocentric_context,West,East,d4819cf4-e44b-45b6-95e7-d050fa1c0c57,f640e853-3898-4c59-968f-d791a63880e1,Milwaukee is South of Mark. Mark goes West. Mark is Northeast of Milwaukee.,0.272727272727273,1296.14999988675,3848.82499983907,0.0,0.2,0.1,0,0,0,0,-2.625,1.0,0.0397727272727273,4.590714285714285,75,0.5625,0.02490234375,-2.796875,-0.031494140625,-0.69140625,0.34765625,-0.515625,-0.28125,-0.86328125,0.53515625,-0.330078125,-0.25,-0.408203125,0.98828125,-1.140625,-0.453125,-0.279296875,0.09912109375,0.1875,0.291015625,-0.1884765625,0.5390625,-0.75390625,0.0166015625,-0.1044921875,0.006011962890625,-0.1591796875,-0.0257568359375,0.302734375,-0.44921875,-0.1875,0.287109375,-0.671875,-0.0751953125,0.034912109375,-0.14453125,0.0869140625,-0.79296875,-0.388671875,0.08837890625,0.201171875,-0.2265625,-0.275390625,0.32421875,-0.3984375,0.019775390625,0.61328125,-0.546875,0.384765625,-0.1708984375,0.12451171875,0.35546875,0.1533203125,-0.287109375,-0.263671875,-0.18359375,-0.400390625,0.126953125,-1.0859375,-0.01556396484375,-1.546875,-0.1396484375,0.65625,0.61328125,0.5390625,0.353515625,0.01068115234375,0.12353515625,-0.314453125,0.16796875,0.81640625,0.359375,0.1044921875,-0.484375,0.0181884765625,0.07177734375,-0.6484375,0.6015625,0.21875,0.2333984375,-0.21875,-0.12353515625,0.2021484375,-0.1357421875,0.14453125,-0.251953125,-0.6484375,0.88671875,-0.1796875,-0.255859375,-0.275390625,-0.11962890625,0.1953125,-0.8125,0.1708984375,-0.3828125,Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,Milwaukee is South of Mark. Mark goes West. Mark is Northeast of Milwaukee.,22,19
Milwaukee is South of Mark. Mark goes BLANK. Milwaukee is Southeast of Mark.,two_refs_geocentric,context,two_refs_geocentric_context,West,East,675263b4-7495-44d1-af2c-6c7f45fea854,8a66063c-6c36-42cc-83d1-c2a017d1a2f8,Milwaukee is South of Mark. Mark goes West. Milwaukee is Southeast of Mark.,0.3125,1762.52500002366,7845.39999996014,0.4,0.5,0.444444444444444,1,0,1,1,0.75,-1.0,0.4875,4.5442857142857145,75,0.55859375,0.0211181640625,-2.796875,-0.040771484375,-0.69921875,0.353515625,-0.54296875,-0.26171875,-0.8671875,0.51171875,-0.30859375,-0.2431640625,-0.408203125,1.0078125,-1.125,-0.447265625,-0.27734375,0.0986328125,0.2158203125,0.291015625,-0.1787109375,0.55859375,-0.765625,0.01953125,-0.07666015625,-0.04736328125,-0.15625,-0.0301513671875,0.30859375,-0.46484375,-0.169921875,0.25,-0.6484375,-0.1435546875,-0.000530242919921875,-0.11328125,0.0986328125,-0.81640625,-0.326171875,0.09814453125,0.2138671875,-0.2373046875,-0.3046875,0.328125,-0.38671875,0.0118408203125,0.69921875,-0.57421875,0.40234375,-0.1279296875,0.16796875,0.408203125,0.158203125,-0.27734375,-0.259765625,-0.2080078125,-0.4140625,0.1318359375,-1.0546875,-0.008544921875,-1.5390625,-0.1171875,0.64453125,0.62109375,0.52734375,0.390625,0.052001953125,0.1298828125,-0.32421875,0.1708984375,0.81640625,0.38671875,0.10400390625,-0.48046875,0.0458984375,0.0732421875,-0.6484375,0.60546875,0.205078125,0.2216796875,-0.21484375,-0.1298828125,0.2177734375,-0.10009765625,0.125,-0.244140625,-0.671875,0.88671875,-0.1796875,-0.25390625,-0.287109375,-0.1376953125,0.205078125,-0.81640625,0.1533203125,-0.36328125,Milwaukee is South of Mark. Mark goes BLANK. Milwaukee is Southeast of Mark.,Milwaukee is South of Mark. Mark goes West. Milwaukee is Southeast of Mark.,16,17
Milwaukee is to Ali's BLANK. Ali turns left. Ali is facing away from Milwaukee.,egocentric_distant,context,egocentric_distant_context,right,left,a5a4616f-edad-4b88-b74c-d370ddec8499,8109d3a1-786d-4676-9015-297215cfc561,Milwaukee is to Ali's right. Ali turns left. Ali is facing away from Milwaukee.,0.761904761904762,4354.15714286055,1299.90000001341,0.6,0.5,0.571428571428571,1,1,1,1,-0.375,-1.0,0.142857142857143,4.34375,79,0.60546875,0.032958984375,-2.75,-0.045166015625,-0.75,0.3984375,-0.58203125,-0.38671875,-0.765625,0.396484375,-0.34765625,-0.2041015625,-0.400390625,1.0,-1.1015625,-0.53125,-0.353515625,0.1279296875,0.173828125,0.287109375,-0.169921875,0.52734375,-0.55078125,-0.012451171875,-0.0927734375,0.07470703125,-0.1689453125,-0.134765625,0.203125,-0.453125,-0.1259765625,0.287109375,-0.62109375,-0.177734375,0.0791015625,-0.1640625,0.103515625,-0.6171875,-0.373046875,0.11376953125,0.1953125,-0.2294921875,-0.2275390625,0.337890625,-0.404296875,0.050048828125,0.59765625,-0.51953125,0.3359375,-0.19921875,0.09228515625,0.48828125,0.1396484375,-0.357421875,-0.28125,-0.1484375,-0.484375,0.203125,-1.109375,-0.0517578125,-1.546875,-0.1767578125,0.66796875,0.63671875,0.62890625,0.435546875,-0.040771484375,0.048095703125,-0.349609375,0.0986328125,0.8515625,0.380859375,0.1162109375,-0.44140625,-0.0595703125,0.033447265625,-0.6875,0.65625,0.1904296875,0.2265625,-0.2021484375,-0.06396484375,0.08984375,-0.1943359375,0.1796875,-0.173828125,-0.62109375,0.82421875,-0.2333984375,-0.232421875,-0.306640625,-0.09814453125,0.185546875,-0.84765625,0.1279296875,-0.451171875,Milwaukee is to Ali's BLANK. Ali turns left. Ali is facing away from Milwaukee.,Milwaukee is to Ali's right. Ali turns left. Ali is facing away from Milwaukee.,21,12
The BLANK glass is on the table. Ali knocks the glass over. The table is dry.,state_nonfollows,context,state_nonfollows_context,empty,full,445382ed-84d2-4012-aab5-f092e577df0c,9487468f-3b43-4375-8497-282394fae51b,The empty glass is on the table. Ali knocks the glass over. The table is dry.,0.909090909090909,4062.33999998616,2154.93000000212,,,,0,1,1,1,8.5,0.0,-0.29004329004329,4.727058823529411,77,0.64453125,0.0089111328125,-2.796875,-0.043701171875,-0.765625,0.341796875,-0.6640625,-0.314453125,-0.73828125,0.384765625,-0.275390625,-0.26171875,-0.3984375,1.0859375,-1.046875,-0.458984375,-0.38671875,0.064453125,0.0546875,0.333984375,-0.201171875,0.375,-0.5390625,-0.10693359375,-0.125,-0.011474609375,-0.267578125,0.310546875,0.169921875,-0.333984375,-0.07275390625,0.287109375,-0.71484375,-0.061279296875,0.03466796875,-0.0693359375,0.1552734375,-0.451171875,-0.208984375,0.1396484375,0.1923828125,-0.328125,-0.3125,0.44921875,-0.396484375,-0.00189208984375,0.73046875,-0.515625,0.283203125,-0.0311279296875,0.126953125,0.359375,0.11376953125,-0.3203125,-0.1669921875,-0.087890625,-0.60546875,0.298828125,-0.7734375,-0.01904296875,-1.8203125,-0.2021484375,0.7421875,0.6015625,0.671875,0.5078125,-0.055419921875,0.2412109375,-0.458984375,0.279296875,0.80078125,0.333984375,0.10888671875,-0.455078125,0.09326171875,0.2353515625,-0.59375,0.69140625,0.23828125,0.1748046875,-0.1611328125,0.0250244140625,0.12060546875,-0.04833984375,0.259765625,-0.11865234375,-0.69140625,0.66796875,-0.4375,-0.1220703125,-0.498046875,-0.07958984375,0.1474609375,-0.83984375,0.031982421875,-0.3828125,The BLANK glass is on the table. Ali knocks the glass over. The table is dry.,The empty glass is on the table. Ali knocks the glass over. The table is dry.,22,0
The BLANK glass is on the table. Ali knocks the glass over. The table is wet.,state_nonfollows,context,state_nonfollows_context,full,empty,3dd422c2-ea30-4477-90d0-0a2a99115b74,6b496c8a-4c5a-45ff-991c-12888a9f919d,The full glass is on the table. Ali knocks the glass over. The table is wet.,0.933333333333333,3705.21538459223,2198.46153847071,,,,1,1,1,1,9.4375,0.0,0.0166666666666666,4.750000000000001,76,0.64453125,0.01806640625,-2.796875,-0.047607421875,-0.76953125,0.337890625,-0.65234375,-0.3203125,-0.74609375,0.37109375,-0.26171875,-0.248046875,-0.392578125,1.078125,-1.03125,-0.4765625,-0.396484375,0.068359375,0.0634765625,0.34375,-0.2001953125,0.3828125,-0.53515625,-0.111328125,-0.1044921875,-0.01318359375,-0.2392578125,0.259765625,0.166015625,-0.330078125,-0.0859375,0.3046875,-0.71484375,-0.044677734375,0.041259765625,-0.06591796875,0.1650390625,-0.439453125,-0.212890625,0.1279296875,0.1982421875,-0.333984375,-0.322265625,0.4609375,-0.390625,0.021240234375,0.72265625,-0.5390625,0.306640625,-0.0458984375,0.13671875,0.3359375,0.1142578125,-0.326171875,-0.1552734375,-0.11376953125,-0.5859375,0.251953125,-0.77734375,0.0093994140625,-1.7890625,-0.197265625,0.7578125,0.62109375,0.65625,0.50390625,-0.042724609375,0.248046875,-0.486328125,0.302734375,0.8046875,0.37890625,0.11474609375,-0.453125,0.0703125,0.2451171875,-0.6015625,0.66796875,0.23828125,0.17578125,-0.1533203125,0.0213623046875,0.11083984375,-0.0264892578125,0.2578125,-0.099609375,-0.68359375,0.67578125,-0.4453125,-0.1328125,-0.5234375,-0.0625,0.146484375,-0.83984375,0.0390625,-0.39453125,The BLANK glass is on the table. Ali knocks the glass over. The table is wet.,The full glass is on the table. Ali knocks the glass over. The table is wet.,15,0
The apple is in the bucket. Ali puts the apple in the BLANK. The apple gets colder.,state_follows,context,state_follows_context,refrigerator,oven,58b98b4f-a0ea-45ee-a787-f1c6eb325d2e,6562bb75-3dc9-48a6-a0a9-d5947805258b,The apple is in the bucket. Ali puts the apple in the refrigerator. The apple gets colder.,1.0,5327.04000001146,1751.87142857829,,,,1,1,1,1,13.3125,0.0,0.0,4.313888888888889,90,0.62890625,0.06787109375,-2.859375,-0.043701171875,-0.7734375,0.28125,-0.58203125,-0.3359375,-0.73828125,0.353515625,-0.306640625,-0.1640625,-0.396484375,1.109375,-1.0859375,-0.49609375,-0.380859375,0.083984375,0.19140625,0.3125,-0.17578125,0.353515625,-0.412109375,-0.0255126953125,-0.1572265625,0.095703125,-0.203125,0.408203125,0.0927734375,-0.349609375,-0.08349609375,0.365234375,-0.78125,-0.10693359375,-0.07470703125,0.00982666015625,0.099609375,-0.51171875,-0.326171875,0.1455078125,0.1767578125,-0.2470703125,-0.294921875,0.43359375,-0.4453125,-0.048583984375,0.65234375,-0.62890625,0.25390625,0.1552734375,-0.018310546875,0.396484375,0.0927734375,-0.3359375,-0.1640625,-0.076171875,-0.48046875,0.2451171875,-0.890625,-0.0260009765625,-1.7734375,-0.1240234375,0.66015625,0.609375,0.482421875,0.498046875,-0.00543212890625,0.201171875,-0.419921875,0.2353515625,0.93359375,0.33203125,0.1259765625,-0.46875,0.2197265625,0.310546875,-0.6171875,0.875,0.302734375,0.203125,-0.13671875,0.04638671875,-0.037109375,-0.1572265625,0.2265625,-0.15234375,-0.69921875,0.69921875,-0.408203125,-0.0703125,-0.6484375,-0.169921875,0.197265625,-0.76953125,0.0908203125,-0.443359375,The apple is in the bucket. Ali puts the apple in the BLANK. The apple gets colder.,The apple is in the bucket. Ali puts the apple in the refrigerator. The apple gets colder.,15,0
The ball and the box are on the floor. Ali picks up the BLANK. The ball is higher than the box.,relative_pos,context,relative_pos_context,ball,box,dcd8b07b-ca08-4c9a-b6a1-7b7c7374132f,7c6db76f-58c8-4e1f-8ebf-3e0e74f47cc7,The ball and the box are on the floor. Ali picks up the ball. The ball is higher than the box.,1.0,7249.46000000574,3100.20000000757,,,,1,1,1,1,-5.125,-1.0,-0.0952380952380952,4.918636363636364,94,0.65625,0.03125,-2.90625,-0.01324462890625,-0.8203125,0.35546875,-0.58203125,-0.2138671875,-0.703125,0.306640625,-0.29296875,-0.3125,-0.4140625,1.1328125,-1.09375,-0.5234375,-0.359375,0.08447265625,0.1337890625,0.302734375,-0.177734375,0.443359375,-0.38671875,-0.05859375,-0.119140625,-0.046630859375,-0.1650390625,0.435546875,0.07958984375,-0.392578125,-0.0869140625,0.333984375,-0.70703125,-0.0654296875,-0.130859375,0.0556640625,0.0986328125,-0.53515625,-0.22265625,0.140625,0.197265625,-0.28515625,-0.375,0.4609375,-0.46484375,-0.08642578125,0.6953125,-0.7109375,0.29296875,0.123046875,0.004486083984375,0.380859375,0.091796875,-0.484375,-0.30078125,-0.1064453125,-0.53125,0.271484375,-0.76171875,-0.042236328125,-1.7734375,-0.1689453125,0.69140625,0.62890625,0.50390625,0.6328125,0.01220703125,0.380859375,-0.390625,0.2216796875,0.96484375,0.5234375,0.1142578125,-0.5078125,0.2216796875,0.27734375,-0.640625,0.83984375,0.2431640625,0.169921875,-0.16796875,0.056884765625,0.015380859375,-0.1533203125,0.203125,-0.29296875,-0.66796875,0.72265625,-0.451171875,-0.177734375,-0.71875,-0.0732421875,0.2138671875,-0.80859375,0.1845703125,-0.474609375,The ball and the box are on the floor. Ali picks up the BLANK. The ball is higher than the box.,The ball and the box are on the floor. Ali picks up the ball. The ball is higher than the box.,15,0
